5star,pos,
tried these services with a different company and didnt like,pos,
"satisfy, satisfying, satisfied, satisfactory, satsfacttory, sawa, satistisfied",pos,
"pos, point of sale",pos,
"guarantee, guranttee",pos,
"warranty, warrantee",pos,
warranty incentives,pos,
undervalue,neg,
won’t teplace,neg,
repudated,neg,
"when my windscreen broke, i got assisted immediately and without any hussle hassle",pos,
whole process was just owesome,pos,
taken thru the process,pos,
took me thru the whole process,pos,
don't know what my policy pertains,neg,
no transparency,neg,
never been dissappointed,pos,
never dissapointed,pos,
"so far so good, so far g00d",pos,
relaible,pos,
unreliable,neg,
a number of times my order has alwas been arriving late,neg,
reliabllity,pos,
anytime i check in,pos,
regrettably your msa road branch no 1 does not deserve the clientele,neg,
not as good as the usuall one,neg,
since joining the service has been impeccable,pos,
interruptions,neg,
networks is very low,neg,
networks are poor,neg,
bettrr customer service compared to other branches,pos,
i'm a thika customer. service in naivasha was good,pos,
cc team,pos,
helpdesk,pos,
helpdesk service quality very dependent on who you happen to get,neg,
repair for customer tyres from other manufacturers,neg,
have a vw mechanic in your garage,neg,
plumbing service,neg,
consider investing in in profit generating avenues,neg,
introduce carwash services,neg,
"bank through the week, bank thru the week",pos,
opening the engine manifold for subaru,neg,
alignment should be possible in other outlets,neg,
add brake disc skimming services,neg,
start offering rim sraightening service,neg,
incorporate more sectors,neg,
one can be bundled with lots of assignments at one point,neg,
the way they issue out assignements is rather not organised,neg,
very interactive and educating training,pos,
so many eye opening skiills,pos,
offer more practicals in your training,pos,
i have really made progress due to the support of the trainers,pos,
ensures that it entails whatever is needed for trainees,pos,
they teach such relevant skills,pos,
learnt alot,pos,
event coordinated,pos,
first interaction impresive,pos,
as a new customer from the welcome to being served i was wow,pos,
first thyme,pos,
first tyme,pos,
1st time,pos,
farst time to,pos,
unresolved,neg,
"issue, problem, hitch, query, fault, challenge, glich, glitch",pos,
solution oriented,pos,
solves the matter,pos,
certisfies all custorm demands,pos,
satisfies all custorm demands,pos,
upto the expectation,pos,
good client relationship skills,pos,
good customer relationship skills,pos,
your staff adressed me ad jenniffer wheres iam joel,neg,
keeps a call log for all customers both email and phone number for easy retrieval,pos,
research as to where the intern resides,neg,
conduct employee risk profile surveys to determine employee risk tolerance and their investment objectives,neg,
nice to have been asked to move to cigna and given the option instead of just doing,pos,
client relationship management skills,pos,
client relationship skills,pos,
relstionships,pos,
centric,pos,
centrism,pos,
customer oriented,pos,
products tailored to my needs,pos,
parter,pos,
add more health care providers,neg,
consider engaging bmw,neg,
mpesa (except for safaricom),pos,
mvisa,pos,
bupa,pos,
cigna,pos,
aetna,pos,
reduce the tv deposit and the contract weeks,neg,
reimburse,pos,
disburse,pos,
remittance,pos,
bring equity bank pos,neg,
payout,pos,
provide pdq machine,neg,
could not provide etr reciept,neg,
allow half price of weekly tv payment,neg,
if payment once approved can be allocated propmtly,neg,
improvement especially on premium remittance,neg,
changes in payment options are not pleasant,neg,
billing machine,pos,
would like to get the tv package before completing the other contract,neg,
lipa,pos,
your billing machine is pathetic,neg,
more one on one follow ups,neg,
personalise,pos,
keep current customers profiles,neg,
personalize,pos,
bespoke,pos,
cover expires,pos,
reminder expiry,pos,
insurance expiry,pos,
like the setup,pos,
cringy seats,neg,
"cofee, cofee machine, tea, chai, capuccino, drinks, breakfast, water, lunch, refreshments, snack, breakfast, treats, vending machine, coffee maker",pos,
"environment, atmosphere, setup, ambience, ambiance",pos,
"location, wifi, facilities, reading material, tv, ac",pos,
more sandwiches,neg,
"bathroom door, washroom, bath room, wash room",pos,
conducive environment,pos,
no vending machine here,neg,
expand ur premises,neg,
"uncomfortable cringy seats,",pos,
need chairs that have laptop rests,neg,
machines mnazotumia pia ni mzuri,pos,
health and safety not implemented properly,neg,
"have more entertainment, poor entertainment, cant drink without music and entertainment, more lights and entertainment",neg,
glad to find far less spam and viruses getting through,pos,
"serve, srvice, servc, served",pos,
servicing was done well,pos,
"service, servuce, savice, srrvice, eervuces, serrvice",pos,
service is crap,neg,
didnt get the whole service,neg,
service to karen was cut so we had to change providers,neg,
fanatic service,pos,
experience outages of service,neg,
job wasnot well done,neg,
had to do a repeat alignment job,neg,
alignment was much successfully,pos,
poor alignment,neg,
required rework,neg,
deffects could be checked at first,neg,
service poa,pos,
kazi mzuri,pos,
napenda kazi,pos,
kazi nzuri,pos,
service iko sawa,pos,
service mzuri,pos,
no surprises,pos,
nimefurahia kazi yenu,pos,
credible services,pos,
makes the service offered credible,pos,
satisfied with our servicer,pos,
nimefurahi vile nimefanyiwa kazi,pos,
kuhudumiwa vizuri,pos,
iko sawa,pos,
everything iko mzuri,pos,
okay with everthing,pos,
everything was well d0ne,pos,
evrything is ook,pos,
they very okey,pos,
everything was conducted excellently,pos,
kudos,pos,
kazi is good,pos,
alignment is good,pos,
no compain,pos,
no compain so far,pos,
automated,pos,
"hassle free, no hassle",pos,
"bureacratic, bureacracy",neg,
"systems are inefficient, system glich, glitch",neg,
inconvinent,neg,
inconveniences,neg,
"convenient, convienient",pos,
inconvinient,neg,
"frustrated, frustrating",neg,
seamless,pos,
fully automated,pos,
service yenu inabamba sana,pos,
inefficient,neg,
effeciency,pos,
takes numerous emails and phone calls,neg,
effecient,pos,
"frustrated, frustrating, have had times of frustration",neg,
stressful,neg,
it was not a hustle,pos,
without much hustle,pos,
streamline process,neg,
systems are inefficient,neg,
digitise,neg,
diagnostics machine is really mediocre,neg,
numerous emails and phone call to sort out the simplest issue,neg,
take bookings,neg,
had to revisit the branch a couple of times,neg,
deliveries take time,neg,
deliveries takes time,neg,
delivery took 40mins from time of order and this was really convinient,pos,
crap when it comes to delivery,neg,
deloivery time is high,neg,
food took 3hrs to arrive,neg,
inafanyika kwa haraka,pos,
adherence to sla,pos,
served though belatedly,neg,
faster approvals,neg,
time taken should imrove,neg,
no waste of tym,pos,
waste of tym,neg,
take a while to be processed,neg,
consider adding more bays,neg,
next time order will be placed asap,neg,
fasten approvals,neg,
take care of speeds at which your customers deposit or withdraw their earnings,neg,
cds,pos,
needed prius springs w30 model,neg,
stock more spairs,neg,
"unavailable, unavailability",neg,
"restoc, restock, stock more",neg,
availability of the tyres,pos,
would wish to see suv spare wheel covers,neg,
pirelli tyres size 185 70 r 13 be brought back,neg,
bridgestone tyres are rare to find in your stores,neg,
stock 205 55 r15,neg,
need all terrain tyres for 275 45 r20,neg,
tyres i wanted were not available,neg,
bring more heavy-duty portable compressors,neg,
lack of enough vw products,neg,
store more windscreen wipers,neg,
how can i order a sandwich and the you tell its unavailable,neg,
sometimes food isnt ready or finished,neg,
fx rates are poor,neg,
premiums on the higher side,neg,
my bussiness business has grown,neg,
cover at affordable rates,pos,
"benefited, benefitted",pos,
no incentives,neg,
give bonus and incentives,neg,
performance of the kids in school has improved,pos,
give us incentives,neg,
review the premiums,neg,
tcode should be valued till midnight,pos,
level of insurance premiums is always a concern,neg,
tv has enabled the entire family to be informed,pos,
saving us on our premiums,pos,
save saved over 100k....was only given 59k,neg,
i'm benefitting nothing,neg,
my money was witheld without interest,neg,
signed up with kes. 500000 but never got any,neg,
tcode should be valid till midnight,neg,
find out a way of paying out some devidend,neg,
real value to my monies,pos,
imp rove value for money,neg,
pays alot but not enjoying the product,neg,
include bitings  one drink in entrance fee,neg,
event informational,pos,
agm,pos,
offers and discounts,pos,
"discount, rebate",pos,
include wheel alignment in the fitting of purchased tyres,neg,
old tyres should be bought from customers,neg,
better discout,neg,
consider esteemed custormers,neg,
have not received promotional items from you,neg,
portioning wasokay,pos,
portioning is very little,neg,
have a bit more greens on the side,neg,
products are rigid and inflexible,neg,
fake parts,neg,
fake products,neg,
durable product,pos,
doesn't play most cds and dvds,neg,
mixer,pos,
switching system need to be worked on,neg,
wipers are if good quality,pos,
wipers are of good quality,pos,
every item in the package is functioning perfectly,pos,
everything in the package is functioning,pos,
everything is functioning well,pos,
food is always delicious and tasty,pos,
pita,pos,
curry,pos,
blt which was very poor.more bread than blt,neg,
sauces are bland,neg,
very hard and the icing is dry,neg,
really like your thai chicken noodle,pos,
enjoyed my samosas today,pos,
pancakes were great today,pos,
the icing part was also too dry,neg,
good coctails,pos,
coocktails,pos,
good cocktails,pos,
cocktails,pos,
has not experienced any challenge with azuri pruduct,pos,
would like the charging system to be upgraded because it is not stable,neg,
chargers should be improved,neg,
increase the charging outputs,neg,
length of the power cables to be longer,neg,
increase the length of the lamp cables,neg,
battery should light for mores hours,neg,
bulbs can light the house until late,pos,
splitting of the lamps services from the tv services,neg,
improve on the quality of bulbs,neg,
two bulbs among the four has not being working,neg,
increase the size of tprch,neg,
extension cables for the lamps,neg,
accommodate dvd,neg,
accommodate a dvd,neg,
requested a bigger tv,neg,
a stand for the tv to be included in the package,neg,
tv has been malfunctioning,neg,
tv package should only have the pannel and the screen for existing customers,neg,
black line appearing onthe bottom side of his tv,neg,
channels are highlighted in the flier but they are not active,neg,
list of channels in the fliers but not available in the tv,neg,
have more kids channel,neg,
lost tv channels,neg,
more tv stations,neg,
not all zuku stations can be viewed,neg,
hours we have given to view tv is less,neg,
design the tv to have more working hours,neg,
radio got spoilt,neg,
containers were squashed,neg,
packaging has improved,pos,
more stronger containers,neg,
stop giving plastic straws,neg,
don't like plastic containers,neg,
get paper ones or re-use able containers,neg,
have more options on spare parts,neg,
really like the idea of you guys introducing the meal combos,pos,
brands,pos,
have a wider range of tyres,neg,
curry sadly it is no longer there (business is in food services),neg,
review the buffet menu,neg,
options,pos,
more japanese tyres,neg,
add maxxis to the tyre brands,neg,
options for service parts,neg,
adding car perfumes,neg,
more aerospray air fresheners,neg,
introduce more sandwiches and wraps,neg,
refunds and replacements,pos,
service pricing,pos,
high pricing,neg,
"fee, charge, chargeable",pos,
"afford, affordable, affordability",pos,
premiums,pos,
"bei, price, pricing",pos,
competetive pricing,pos,
lower pricing,neg,
be pocket friendlier,neg,
high pricjng,neg,
encourage competitive pricing,neg,
competitive pricing would attract more people,neg,
middle class should be considered in terms of pricing,neg,
price to be subsidised,neg,
prices reducejd,neg,
accessibility of staff,pos,
free to seek advise anytime,pos,
always there for consulation,pos,
easily accesible,pos,
add cashiers,neg,
staff are punctual,pos,
mostly interacted with,pos,
employ an extra mechanic staff,neg,
"take bookings instead of ""first come, first serve basis""",neg,
never picks calls,neg,
agent is not reachable,neg,
havent met you physically,neg,
waiting also the visit of the fundi,neg,
one technician only doing so much,neg,
consider having an in-house mechanic,neg,
not interacted with you staff,neg,
haven't interacted with you,neg,
have not interacted with the staff,neg,
never interacted with your staff,neg,
create time for meeting with retirees,neg,
now do you people keep your records,neg,
to correct member statements,neg,
makes of doubt your statements,neg,
thanks for the rd service,pos,
impressed with workshop guy who advised me,pos,
impressed with workshop guy who advised me on how advantageous it is when putting a recommended pressure to tyres,pos,
"""value for money resonates"",",pos,
"""your interest on pensions has been pretty good""",pos,
communication barrier,neg,
Your communication is just the worst,neg,
value for money resonates,pos,
your interest on pensions has been pretty good,pos,
Customer service is excellent,pos,
work on  of customer statements,neg,
work on online,neg,
if the menu could be expanded,neg,
find the meals abit expensive especially on the delivery fee,neg,
usually receive my order in less than 30 Min which is perfect,pos,
services are good,pos,
there is no consistency,neg,
Availabilty of stock was wanting,neg,
reducing alignment an balancing charges,neg,
"""communication barrier""",neg,
"""Your communication is just the worst""",neg,
"""value for money resonates"", ""your interest on pensions has been pretty good""",pos,
"""Customer service is excellent.""",pos,
"""work on ... of customer statements""",neg,
"""work on … online""",neg,
"""if the menu could be expanded""",neg,
"""find the meals abit expensive especially on the delivery fee""",neg,
"""usually receive my order in less than 30 Min which is perfect""",pos,
"""services are good""",pos,
"""there is no consistency""",neg,
"""Availabilty of stock was wanting""",neg,
Good and quality services,pos,
"""reducing alignment an balancing charges""",neg,
have not had any challenges,pos,
The communication in irregular,neg,
barrier,neg,
worst,neg,
resonates,pos,
pretty good,pos,
excellent,pos,
work on,neg,
could be,neg,
in less than Min which is perfect,pos,
good,pos,
no consistency,neg,
was wanting,neg,
Good and quality,pos,
reducing charges,neg,
not had challenges,pos,
communication irregular,neg,
not had any challenges,pos,
i have not had any challenges since i joined vuna pla,pos,
dont explain,neg,
good explanation,pos,
didn explain,neg,
no substantial explanation was given,neg,
clear explanations,pos,
need explanation,neg,
transparent explanation,pos,
explanation,pos,
did not get explanation,neg,
in-depth explanation,pos,
didn't take me through the policy correctly,neg,
taking time to explain,pos,
without any explanations,neg,
time taken to explain,pos,
spend the time needed to explain,pos,
couldn't be gathered to explain,neg,
conversant with explain,pos,
if your staff made a deliberate effort to explain,neg,
insightful,pos,
lack confidence in explaining,neg,
educated,pos,
educate,neg,
education,pos,
never received one on one interaction or education,neg,
practice in education,pos,
be more practice in educate,neg,
good education,pos,
very little member education,neg,
gained a lot of knowledge,pos,
continuous education,neg,
learnt details,pos,
organizing regular member education,neg,
learnt information,pos,
regular education,neg,
learned details,pos,
can do better on member education,neg,
learned information,pos,
better education,neg,
conduct more financial clinics,neg,
articulate,pos,
enlighten,neg,
answered,pos,
not answered,neg,
answering questions when need be,pos,
great answers,pos,
always answer the question,pos,
was answered all my questions,pos,
ready to answer all my questions,pos,
answers to all queried,pos,
straight to the point,pos,
information needs to be succinct,neg,
communication needs to be succinct,neg,
succinct information,pos,
succinct communication,pos,
information given is highly sufficient,pos,
its easy to understand information,pos,
i would like easy to understand information,neg,
information is easy to understand,pos,
information is not easy to understand,neg,
more detailed information,neg,
details of everything that we need to know,pos,
information needs to be more detailed,neg,
detailed reports,pos,
reports need more detail,neg,
reports are detailed,pos,
reports to be more detailed,neg,
spot on into,pos,
communication needs to be more detailed,neg,
proper information,pos,
improve on into,neg,
quality information,pos,
give clear views,neg,
staffs give detailed information when a customer need clarity,pos,
give clearer views,neg,
more clarity,neg,
be clearer,neg,
they explain everything in layman's terms,pos,
need to explain everything in layman's terms,neg,
useful information,pos,
use sticks for service indicator,neg,
information shared is self explanatory,pos,
never gets any concrete information,neg,
information given was very professional,pos,
statement is not clear,neg,
i like they way they have arranged the statement,pos,
form was not clear,neg,
not legible,neg,
legible,neg,
able to interpret the any information send,pos,
seeks assistance on information interpretation,neg,
able to interpret information sent,pos,
not able to interpret,neg,
language barrier,neg,
does not fully satisfy the queried one needs,neg,
given straight forward answer,pos,
need straight forward answer,neg,
gives straight forward answer,pos,
provide straight forward answer,neg,
got straight forward answer,pos,
didn get straight forward answer,neg,
comprehensive answers,pos,
dont get straight forward answer,neg,
campaigns don't add up,neg,
do not require any follow up questions,pos,
overlooked,neg,
did not see in the terms and conditions,neg,
not in the terms and conditions,neg,
what are the terms and condition,neg,
difficulty in tracing the offices,neg,
i like that out of stock means all branches dont have the item,pos,
was made to believe,neg,
convinced me,pos,
i believed you,neg,
need to call more than once to get the required information,neg,
improve on name tags,neg,
when i know the position of,neg,
is not as i saw it on the webster,neg,
i was told the rider was five minutes away,neg,
effectiveness of channels,pos,
communicating efficient way,pos,
consider using written documents,neg,
"internet, net",pos,
numbers provided on the webster aren't working,neg,
received calls,pos,
not been receiving calls,neg,
received messages,pos,
not been receiving messages,neg,
received sums modifications,pos,
don't receive any text messages,neg,
received text messages,pos,
don't receive text messages,neg,
phone exchange is not connecting,neg,
channel,pos,
get a working office number,neg,
difficult to get service through telephone,neg,
despite multiple communication,neg,
means of communication with customers is available,neg,
try to communicate,neg,
quality of digital channels,pos,
"internet, net, network",pos,
able to access my updated deposit,pos,
unable to access my,neg,
"mobile, phone [except where phone is insured],call",pos,
not able to access my,neg,
accepting my details from mobile,pos,
email,pos,
"don't receive text messages, don't receive sums",neg,
"sums, used, *[numbers]#, text",pos,
"twitter, treated, twisted",pos,
facebook,pos,
create social media platform,neg,
social media,pos,
had to come in person,neg,
"channel, e-channel, channel, digital",pos,
online system being down,neg,
online,pos,
an online application to monitor the fund,neg,
system,pos,
an online platform that will allow for viewing of online statements,neg,
webster needs to be worked on,neg,
webster,pos,
unable to log on to your pp,neg,
"pp, platform, application,",pos,
pp can be more use friendly,neg,
give us a pension.calculated,neg,
not able to access the link,neg,
more of video tutorials,neg,
user interface,pos,
mobile [bank banking],pos,
"pp, application",pos,
"phone [banking, deposits, withdrawal, account]",pos,
nice now,pos,
security of information,pos,
records are intact,pos,
fraud,neg,
information may fall in to the hands of con men,neg,
important to confirm the accounts,neg,
confidential financial information,pos,
not everyone is open to the idea of handing over confidential financial information,neg,
keeping my information confidential,pos,
keep my information confidential,pos,
panel discussion,pos,
more interactive to keep audience's attention,neg,
panel,pos,
improve with a more interactive format,neg,
depth of of the discussion could be improved,neg,
fairly random topics,neg,
gone in more depth,neg,
shallow,neg,
speed of communication,pos,
"fast communicate ,fast communication",pos,
faster way of communicating,neg,
communicate faster,neg,
quick prompt communicate communication,pos,
communication needs to be quicker,neg,
communication is ok & timely,pos,
quicker communication,neg,
communication on time,pos,
communication can take a very long time,neg,
would appreciate receipt of statements promptly,neg,
communication is timely,pos,
not communicated in time,neg,
prompt and useful information,pos,
improve the communication speed,neg,
provide information on payment earlier,neg,
information is prompt,pos,
provide the information quicker,neg,
timely communication,pos,
communication needs to be timely,neg,
communication is always timely,pos,
"slow communicate,communication",neg,
timely advice,pos,
"long communicate,communication",neg,
timely statements,pos,
delays to communicate,neg,
communication is puncture,pos,
too long to get communication,neg,
shared promptly,pos,
make interactions faster,neg,
prompt reminder,pos,
interact in real-time,neg,
timlyness of the communication is very good,pos,
communicated to me took ages,neg,
liveliness of the communication is very good,pos,
provide information earlier,neg,
receipt of statements promptly,pos,
giving report as earlier,neg,
communicate earlier,neg,
communicate early,neg,
"delay in getting t-code, delay in getting code, delay that occur before receiving code to be revised",neg,
volume of information,pos,
detailed information,pos,
periodic updated,pos,
so many texts,neg,
monthly texts,pos,
too many texts,neg,
quarterly communications,pos,
keep getting messages,neg,
information is sent regularly,pos,
communication is not very regular,neg,
regular information,pos,
communication can be sent to the participant regularly,neg,
communication should be more frequent,neg,
increase the frequency to,neg,
there was a lot of correspondence,pos,
continuously providing information,pos,
be continuously providing information,neg,
need to continuously providing information,neg,
"minimize the number of messages we send, minimize the number of messages sent, minimise the number of messages we send",neg,
more and more reports,neg,
deduced [twice],neg,
"accuracy of delivery, accurate, accurate diagnosis,",pos,
need to deliver after finishing the repairs,neg,
ready to go the extra mile,neg,
extra mile,pos,
delivers beyond expectations,pos,
nothing so special,neg,
go above and beyond,pos,
beyond call of duty,pos,
go beyond normal routine,pos,
received over and beyond,pos,
going out of the way,pos,
go out of [his her their] way,pos,
went out of [his her their] way,pos,
went over board to find a solution,pos,
surpassing expectations,pos,
exceeded my expectations,pos,
call over the weekend even when they were off work,pos,
one feels like a boss,pos,
innovative,pos,
trouble it took to get my tire size and avail to the branch,pos,
innovation,pos,
i thought i ordered late but am glad,pos,
clean wheels,pos,
will offer the client more than they asked for,pos,
ability to network,pos,
bending,pos,
networking,pos,
access to a sharp enter network,pos,
broker services,pos,
the agent is always available,pos,
agent,pos,
performance of the agents is recommendable,pos,
agents are very active,pos,
brokerage service has room for improvement,neg,
"broker, brokerage",pos,
happy with the services the agent gives,pos,
agent is not delivering,neg,
agent is doing great job,pos,
agent has not sorted the issue out,neg,
agent is doing a good job,pos,
agents takes a very long time to sort customers issues,neg,
agent is not honoring his promise,pos,
agent is not offering any help,neg,
agent always help,pos,
agent has not gone to solve the problem,neg,
agent is very quick at helping customer,pos,
agent who installed refused to go for troubleshooting,neg,
agent attend to him very well,pos,
lack of professionalism of agents,neg,
agent to visit them to check,neg,
unhappy with the agent,neg,
the fault had been done by the agent,neg,
agent's fault,neg,
fault of the agent,neg,
agents is not honest,neg,
agent delay,neg,
complained about agent,neg,
complaint about agent,neg,
agent has not responded,neg,
agent never responded,neg,
agent reclaimed the product,neg,
agents are harassing customers,neg,
agent charged for troubleshooting,neg,
agents should have a meeting with their customers after every month,neg,
agent not active,neg,
agent did not pick to return customer,neg,
agent has refused to go to solve,neg,
agent did not got to check,neg,
agent did not put it clearly,neg,
agent didn't inform,neg,
agent did not explain to her clearly,neg,
lack of at,neg,
get your own at,neg,
very few arms,neg,
can't deposit funds through at,neg,
gave quotation,pos,
during involving i was frustrated,neg,
quotes,pos,
received timely quotation,pos,
did not get the quotation,neg,
time for quotes,pos,
received quotation on time,pos,
almost got charged differently,neg,
quotation was low,pos,
high quotation provided,neg,
quote was low,pos,
price of changed at the time of paying,neg,
price changed later,neg,
long involving process,neg,
great marketing,pos,
do more in terms of marketing,neg,
more marketing,neg,
agents to market this products,neg,
improve on marketing,neg,
improve on publicity,neg,
be sending promotion email,neg,
send promotion email,neg,
consider advertising,neg,
you have not marked yourself,neg,
smart p r,pos,
never come to introduce your self,neg,
smart or,pos,
need more time to give proper feedback,neg,
like the or,pos,
high level of or,pos,
good or,pos,
need more sensitisation,neg,
good public relation,pos,
enhancing proper public relation,neg,
great public relation,pos,
better customer or,neg,
everyone talks about it,pos,
little work on or,neg,
everyone talks about you,pos,
still new in this town,neg,
never heard of any negative issues against,pos,
tell me more of you,neg,
well known,pos,
never heard about you,neg,
just getting to know about you,neg,
erect a more elaborate billboard,neg,
add more sign boards,neg,
do not have much knowledge about the company,neg,
happier if you created more awareness,neg,
can we get to know more about you,neg,
have limited experience with,neg,
you convince customers of your credibility,pos,
need to convince customers of your credibility,neg,
never ever come back,neg,
brand,pos,
decided ever to be coming here,pos,
experience has been great,pos,
disappointed,neg,
back again,pos,
disappointing,neg,
customer experience,pos,
always be back,pos,
am a victim,neg,
customer satisfaction,pos,
always back,pos,
customer service,pos,
"promise to be back,",pos,
i believe this is how you're,pos,
look forward to another experience,pos,
my honest opinion,pos,
will renew,pos,
wont renew,neg,
just how i felt,pos,
renewed,pos,
didn renew,neg,
will order again,pos,
never order again,neg,
will not order again,neg,
each time i order the'to what i'll order,pos,
working with you again,pos,
chances are you'll disappoint,neg,
i only bring my car here,pos,
only come here,pos,
keep coming,pos,
never again use their services,neg,
keeps me coming back,pos,
hell,neg,
ready to come for more,pos,
never again,neg,
always come here,pos,
nothing can repair,neg,
never ever,neg,
i we go no where else,pos,
always my to go to,pos,
because this is the only place,pos,
switch to another company,neg,
proud customer,pos,
get referral to go elsewhere,neg,
a regular customer,pos,
forced to go to another,neg,
will remain regular customer,pos,
regret,neg,
regular here,pos,
pathetic,neg,
still a member,pos,
life member,pos,
a very short time to form any meaningful opinion,neg,
will always be your customer,pos,
no comment at this point,neg,
will easily bring me back here,pos,
can't comment yet,neg,
a reason to come back,pos,
nothing to compare with,neg,
will visit again,pos,
allow me to have moore experience,neg,
will will return,pos,
allow me to have more experience,neg,
will will come back,pos,
will will come again,pos,
good better best option,pos,
hate,neg,
"love, loving",pos,
only option,pos,
a waste of space,neg,
only place,pos,
"good, best, not so bad, ninzuri, perfect, prefect, except, excellent, excellent, excellent [not associated with other words e.g. service, communication, staff, etc.]",pos,
"i must just say thank you, thank you, thanks, nimeshukuru, am thankful, grateful, than, santa",pos,
"awesome, same, lonesome,",pos,
unique,pos,
impressed,pos,
fantastic,pos,
trusted,pos,
confident,pos,
confidence,pos,
situation is favourable,pos,
"favourite, favorite",pos,
"happy, nimefurahi, ridhika",pos,
not very happy,neg,
you ensure your customers are happy,pos,
need to ensure your customers are happy,neg,
left a smiling person,pos,
room for improvement,neg,
nothing needs to change,pos,
potential customers fear,neg,
"recommend, recommended, always recommending, recommendable, commendable, would recommend",pos,
would never recommend,neg,
consider recommending,pos,
spread the word,pos,
i bought at [different company name],neg,
ntakua balozi,pos,
visited [different company name],neg,
nitakua balozi,pos,
will be spreading the word,pos,
will bring more people,pos,
bring more friends,pos,
ask our friends to come here,pos,
tell a friend,pos,
brought a friend,pos,
will talk to my friends to come over,pos,
will tell many,pos,
will give reference,pos,
have talked positively about you,pos,
will refer,pos,
referral,pos,
recommend to others,pos,
discourage people from doing business with you,neg,
strong perception towards your company,pos,
reputation,pos,
one of the greatest firms,pos,
feel great about [company name],pos,
in a class of your own,pos,
respected as a thought leader,pos,
considered the leader in the market,pos,
which others could not do,pos,
my no. 1,pos,
prefer [company name],pos,
"compared to, compared with",pos,
nice to be associated with,pos,
i wouldn wish to associate with this company,neg,
first choice,pos,
keep using a different bank,neg,
place of choice,pos,
you guns are doing very well,pos,
i like what you people are doing,pos,
like you,pos,
"good business, good business",pos,
compare well with,pos,
didn't keep up with the competition,neg,
compared to none,pos,
need to look at your competitors,neg,
prefer coming here,pos,
be competitive,neg,
after doing comparison with other places there is a reason to applaud the service,pos,
more excellent way compared to other organizations,pos,
not competitive,neg,
fare compared to others,pos,
thinking of changing,neg,
fair compared to others,pos,
will definitely call you,pos,
champions of service,pos,
like this company,pos,
value customers,pos,
great to be,pos,
star,pos,
great stuff,pos,
never want to deal,neg,
credibility,pos,
looking forward,pos,
want to associated with,pos,
do not want to associated with,neg,
applaud the service,pos,
never been attended elsewhere like here before,pos,
served in a very special manner,pos,
liked every moment,pos,
tried these services with a different company and didn like,pos,
spent less time compared to,pos,
improvement from previous experience,pos,
shopping at [company name] is super,pos,
[company name] has improved,pos,
[company name] is better now,pos,
[company name] is stronger now,pos,
[company name] is going far,pos,
[company name] is getting better,pos,
[company name] is getting stronger,pos,
[company name] is well progressing,pos,
[company name] is progressing well,pos,
company has improved,pos,
company is better now,pos,
company is stronger now,pos,
company is going far,pos,
company is getting better,pos,
company is getting stronger,pos,
company is well progressing,pos,
company is progressing well,pos,
company is solid,pos,
nothing could be better,pos,
a client can easily see a good difference,pos,
greatly improved,pos,
looking for quality and i found it,pos,
"satisfy, satisfying, satisfied, satisfactory, satisfactory, saw, satistisfied",pos,
"dissatisfied, unsatifying, unsatisfactory",neg,
card services,pos,
card declined,neg,
card [excluding loyalty],pos,
accommodate clients with american express cards,neg,
"pus, point of sale",pos,
claims handling,pos,
guarantee that works,pos,
guarantee should be given,neg,
"guarantee, guarantee",pos,
claim,pos,
claims served very well,pos,
"compensate, compensation",pos,
claims settled well,pos,
unsettled,neg,
"warranty, warranted",pos,
claim handled well,pos,
take long to process claims,neg,
insurance cover,pos,
warranty incentive,pos,
better if it had a warrant,neg,
accident,pos,
warranty works,pos,
consider a warranty,neg,
"replaced, replacement",pos,
true to warranty terms,pos,
paid instantly,pos,
undervalued,neg,
garage,pos,
prompt payment,pos,
not received any money,neg,
tyre insurance,pos,
due money,neg,
replaced,pos,
replacement given,pos,
won’t replace,neg,
reimbursement done,pos,
denied reimbursement of claims,neg,
"reimbursed, refund",pos,
delayed reimbursement,neg,
got my refund,pos,
settling of bills is on time,pos,
repudiated,neg,
no complain with settling my bills,pos,
always get paid out,pos,
refuse to pay claim,neg,
"when my windscreen broke, i got assisted immediately and without any muscle haste",pos,
refused to take care,neg,
when i lost my phone they were able to deliver in a timely manner,pos,
had my car hit only took [number] working days to get approved,neg,
made to pay excess halfway,neg,
on the day of settlement,they refuse to pay,neg
refuse treating a patient,neg,
clarity of service,pos,
happy with the whole process,pos,
process,pos,
whole process was just lonesome,pos,
back and forth,neg,
to and fro,neg,
send you from one staff to another,neg,
staff kept handing me over to the next,neg,
would have been good to know,neg,
got help to select appropriate services,pos,
require help to select appropriate services,neg,
was helped to select appropriate services,pos,
needed help to select appropriate services,neg,
good orientation,pos,
spot on service,pos,
do not understand,neg,
taken thou the process,pos,
difficult to know where to seek for information or direction for service required,neg,
showed me step by step,pos,
clarity,neg,
took me through every step,pos,
very confused client,neg,
took me through the process,pos,
"not really sure how my pension is calculated,",neg,
took me thou the whole process,pos,
don't know what my policy certains,neg,
taking me through the process,pos,
don't even know what my car is insured for,neg,
better coordination,neg,
hard to understand,neg,
would like to understand,neg,
don't know about services,neg,
no transparent,neg,
not aware,neg,
not clear,neg,
hard to tell,neg,
directing to other offices,neg,
directed to other offices,neg,
how to go about it,neg,
help me know,neg,
packages   offerings are not clear,neg,
no idea of what else you have to offer,neg,
being able to see what is going on,neg,
so that we know who to deal with,neg,
